date,product_id,product_name,category,supplier_id,current_stock,max_stock_capacity,safety_stock,reserved_stock,avg_sales_7d,avg_sales_30d,avg_sales_90d,quantity_sold,number_of_orders,revenue,returns,supplier_lead_time,supplier_reliability,month,quarter,season,holiday_indicator,event_type,impact_score,region,future_demand
2024-01,P007,Insulin,Diabetes,S007,951,7688,303,295,109,109,117,4142,691,219526,10,12,0.88,1,1,Winter,0,Heat_Wave,40,Nabeul,4008
2023-12,P013,Cetirizine,Allergy,S005,3224,5645,535,53,30,36,31,936,418,53352,23,7,0.97,12,4,Winter,1,Eid,25,Beja,1273
2023-01,P004,Cough Syrup,Respiratory,S004,2516,7810,761,44,142,155,137,6045,469,175305,14,7,0.76,1,1,Winter,0,Cold_Wave,50,Gabes,3503
2025-01,P002,Ibuprofen,Painkiller,S009,4869,4545,192,210,103,118,129,4130,708,24780,86,5,0.9,1,1,Winter,0,Cold_Wave,50,Tunis,3003
2024-11,P001,Paracetamol,Painkiller,S004,3753,5217,546,181,24,50,31,1400,678,81200,92,17,0.9,11,4,Autumn,0,Virus_Outbreak,90,Sfax,1746
2025-12,P005,Vitamin C,Supplement,S008,4489,6150,605,107,37,58,67,1160,952,27840,92,16,0.86,12,4,Winter,0,Flu_Outbreak,70,Beja,1957
2022-10,P011,Azithromycin,Antibiotic,S004,313,5035,356,221,181,207,223,5382,991,113022,53,5,0.73,10,4,Autumn,0,Flu_Outbreak,70,Bizerte,5924
2024-08,P010,Metformin,Diabetes,S010,2788,5313,160,235,116,134,153,5360,920,316240,25,18,0.8,8,3,Summer,0,Flu_Outbreak,70,Sfax,4142
2026-07,P009,Omeprazole,Digestive,S010,2961,6317,599,74,80,78,70,2496,116,74880,4,14,0.9,7,3,Summer,0,Cold_Wave,50,Gabes,1831
2023-10,P012,Nasal Spray,Respiratory,S006,2052,6870,187,203,23,21,21,462,980,6930,18,18,0.87,10,4,Autumn,1,Ramadan,30,Nabeul,893
2026-09,P006,Antihistamine,Allergy,S005,2606,5246,174,117,65,89,105,3026,141,57494,33,9,0.92,9,3,Autumn,0,Flu_Outbreak,70,Bizerte,2154
2022-11,P011,Azithromycin,Antibiotic,S001,1345,4008,321,298,149,172,155,6364,94,292744,18,10,0.86,11,4,Autumn,0,Virus_Outbreak,90,Bizerte,5883
2023-07,P008,Aspirin,Cardiology,S008,4290,7373,195,215,34,27,40,864,789,9504,78,4,0.71,7,3,Summer,0,Heat_Wave,40,Bizerte,820
2026-03,P010,Metformin,Diabetes,S004,228,7709,782,26,49,61,61,2379,677,14274,88,10,0.96,3,1,Spring,0,Virus_Outbreak,90,Sfax,2990
2025-11,P007,Insulin,Diabetes,S008,4807,7734,504,239,60,65,45,1625,441,56875,16,20,0.83,11,4,Autumn,1,Eid,25,Gabes,2523
2025-01,P015,Salbutamol,Respiratory,S004,1509,5008,294,193,128,147,160,5733,602,343980,17,14,0.97,1,1,Winter,0,None,0,Beja,3260
2025-04,P014,Diclofenac,Painkiller,S001,505,6215,542,51,110,106,106,2226,999,57876,25,3,0.87,4,2,Spring,0,None,0,Sousse,2212
2022-03,P008,Aspirin,Cardiology,S007,751,6584,714,236,73,73,93,2263,220,56575,3,8,0.82,3,1,Spring,0,Flu_Outbreak,70,Nabeul,1812
2023-02,P003,Amoxicillin,Antibiotic,S010,2202,5000,107,2,80,89,78,2403,755,67284,39,7,0.84,2,1,Winter,1,Ramadan,30,Sfax,3227
2022-03,P003,Amoxicillin,Antibiotic,S006,4406,4566,326,125,58,83,74,3154,445,100928,73,15,0.76,3,1,Spring,0,Heat_Wave,40,Tunis,2427
2022-11,P013,Cetirizine,Allergy,S001,4080,4569,754,64,24,29,28,696,684,4872,39,19,0.92,11,4,Autumn,1,Ramadan,30,Beja,1024
2026-08,P001,Paracetamol,Painkiller,S002,1912,6133,585,75,96,101,103,3030,856,103020,67,4,0.89,8,3,Summer,0,Flu_Outbreak,70,Beja,3169
2023-09,P014,Diclofenac,Painkiller,S004,1574,6982,440,5,78,99,85,3564,656,106920,36,16,0.76,9,3,Autumn,0,Virus_Outbreak,90,Nabeul,2639
2023-09,P012,Nasal Spray,Respiratory,S007,3120,5847,265,15,102,118,107,3304,171,95816,62,18,0.77,9,3,Autumn,0,Heat_Wave,40,Sfax,2762
2022-12,P003,Amoxicillin,Antibiotic,S007,4689,6083,283,248,140,140,151,2800,596,134400,88,2,0.89,12,4,Winter,0,Heat_Wave,40,Tunis,3699
2024-10,P001,Paracetamol,Painkiller,S002,4301,5326,239,72,106,124,112,4216,696,181288,77,19,0.73,10,4,Autumn,1,Eid,25,Bizerte,4573
2022-04,P002,Ibuprofen,Painkiller,S006,4439,6975,555,293,78,103,88,3502,147,28016,48,2,0.79,4,2,Spring,1,Eid,25,Gabes,2544
2025-12,P001,Paracetamol,Painkiller,S004,4788,7503,678,291,56,47,35,1363,73,27260,17,19,0.78,12,4,Winter,0,Cold_Wave,50,Bizerte,1295
2025-06,P014,Diclofenac,Painkiller,S001,2915,7357,589,12,72,62,58,1488,167,75888,36,19,0.73,6,2,Summer,0,Allergy_Season,60,Sousse,1694
2022-05,P015,Salbutamol,Respiratory,S003,2843,4687,171,146,139,129,132,3741,970,175827,86,11,0.88,5,2,Spring,0,Virus_Outbreak,90,Tunis,4991
2024-01,P007,Insulin,Diabetes,S010,1144,4937,379,60,101,100,88,2300,111,36800,16,7,0.75,1,1,Winter,0,Flu_Outbreak,70,Bizerte,2632
2026-03,P006,Antihistamine,Allergy,S001,2760,5780,189,104,154,183,172,4575,240,41175,47,11,0.71,3,1,Spring,0,Heat_Wave,40,Beja,5737
2023-01,P012,Nasal Spray,Respiratory,S006,493,7437,444,115,107,131,121,3799,88,174754,54,5,0.83,1,1,Winter,1,Eid,25,Gabes,4335
2026-05,P005,Vitamin C,Supplement,S010,619,7864,660,183,34,58,70,1682,703,84100,62,7,0.73,5,2,Spring,0,Virus_Outbreak,90,Beja,2242
2024-09,P007,Insulin,Diabetes,S009,1469,4319,704,119,76,76,85,2280,92,82080,99,17,0.95,9,3,Autumn,1,Eid,25,Gabes,1843
2024-03,P012,Nasal Spray,Respiratory,S004,3907,6914,410,231,117,128,118,3584,484,89600,30,20,0.87,3,1,Spring,0,None,0,Tunis,3985
2024-11,P012,Nasal Spray,Respiratory,S005,4498,4999,687,100,135,165,156,6435,112,212355,19,9,0.74,11,4,Autumn,0,Virus_Outbreak,90,Tunis,6022
2022-05,P005,Vitamin C,Supplement,S002,1899,7282,711,223,27,54,40,1728,918,24192,95,6,0.92,5,2,Spring,0,Flu_Outbreak,70,Sousse,1961
2025-06,P008,Aspirin,Cardiology,S010,501,7264,125,180,72,72,52,2880,783,77760,89,18,0.79,6,2,Summer,0,Flu_Outbreak,70,Gabes,2597
2026-12,P002,Ibuprofen,Painkiller,S009,3237,4259,432,104,42,43,55,1118,574,38012,51,16,0.74,12,4,Winter,0,Flu_Outbreak,70,Sfax,1701
2024-03,P002,Ibuprofen,Painkiller,S008,4850,6029,351,32,86,114,96,3420,388,44460,71,17,0.94,3,1,Spring,0,Cold_Wave,50,Gabes,2685
2022-09,P015,Salbutamol,Respiratory,S009,1433,4655,734,231,105,105,102,2205,718,44100,95,5,0.86,9,3,Autumn,1,Eid,25,Bizerte,2950
2026-06,P015,Salbutamol,Respiratory,S007,2630,6657,355,192,27,38,56,1178,66,22382,39,12,0.87,6,2,Summer,1,Eid,25,Sfax,1224
2025-08,P013,Cetirizine,Allergy,S006,2452,4253,625,33,57,62,55,2418,289,87048,7,17,0.89,8,3,Summer,1,Ramadan,30,Sfax,1525
2026-10,P012,Nasal Spray,Respiratory,S005,4732,5847,453,285,105,119,123,4284,45,68544,62,19,0.73,10,4,Autumn,0,Cold_Wave,50,Beja,2890
2023-01,P007,Insulin,Diabetes,S007,1903,4827,220,215,67,74,83,2886,429,57720,3,20,0.98,1,1,Winter,1,Eid,25,Nabeul,2661
2023-05,P005,Vitamin C,Supplement,S003,4301,4425,512,158,106,115,100,4025,62,237475,77,2,0.83,5,2,Spring,0,Virus_Outbreak,90,Nabeul,3537
2024-07,P002,Ibuprofen,Painkiller,S007,4559,4357,641,19,75,77,94,2772,654,135828,63,5,0.9,7,3,Summer,0,Cold_Wave,50,Nabeul,2798
2026-06,P004,Cough Syrup,Respiratory,S009,3279,5879,267,222,44,69,80,2622,692,86526,10,13,0.96,6,2,Summer,1,Ramadan,30,Gabes,1474
2025-09,P009,Omeprazole,Digestive,S002,2309,4099,573,230,93,103,108,3811,838,163873,93,6,0.97,9,3,Autumn,1,Ramadan,30,Gabes,2538
2026-01,P009,Omeprazole,Digestive,S002,4678,5447,314,224,46,66,55,2310,854,138600,45,4,0.98,1,1,Winter,1,Eid,25,Sfax,2198
2026-11,P015,Salbutamol,Respiratory,S010,3162,5572,127,269,116,119,108,3927,608,47124,53,13,0.97,11,4,Autumn,0,Heat_Wave,40,Tunis,3451
2024-12,P001,Paracetamol,Painkiller,S007,3366,5846,559,150,81,78,94,2730,354,103740,26,6,0.8,12,4,Winter,0,Flu_Outbreak,70,Beja,1719
2026-03,P002,Ibuprofen,Painkiller,S004,2098,4051,502,48,39,45,50,1530,838,61200,16,19,0.8,3,1,Spring,0,None,0,Bizerte,1227
2022-09,P009,Omeprazole,Digestive,S006,1878,5979,683,16,61,87,83,3219,434,131979,66,19,0.99,9,3,Autumn,0,Heat_Wave,40,Beja,2269
2023-03,P001,Paracetamol,Painkiller,S010,3427,7273,453,300,62,69,50,1656,934,26496,33,14,0.84,3,1,Spring,0,Heat_Wave,40,Beja,2325
2025-01,P010,Metformin,Diabetes,S006,4762,5174,408,93,78,68,78,1564,639,25024,83,20,0.72,1,1,Winter,1,Eid,25,Bizerte,2493
2025-03,P013,Cetirizine,Allergy,S006,2499,6300,330,2,130,153,159,4284,937,162792,15,20,0.74,3,1,Spring,1,Ramadan,30,Sousse,5318
2022-05,P006,Antihistamine,Allergy,S002,1818,5042,200,50,109,131,117,4454,279,138074,72,7,0.97,5,2,Spring,1,Ramadan,30,Nabeul,3875
2025-06,P011,Azithromycin,Antibiotic,S010,649,5644,668,108,25,15,17,390,190,2340,59,20,0.89,6,2,Summer,1,Ramadan,30,Sousse,651
2022-04,P012,Nasal Spray,Respiratory,S004,2025,6029,213,1,141,144,159,5184,683,222912,27,9,0.94,4,2,Spring,0,Virus_Outbreak,90,Gabes,4928
2025-03,P002,Ibuprofen,Painkiller,S004,1829,7472,629,157,90,116,114,4176,352,175392,53,12,0.91,3,1,Spring,0,Flu_Outbreak,70,Sousse,3044
2023-07,P010,Metformin,Diabetes,S003,4202,6068,788,123,40,51,45,1020,110,34680,18,5,0.97,7,3,Summer,0,Allergy_Season,60,Tunis,1829
2023-03,P009,Omeprazole,Digestive,S010,2305,5217,657,242,55,58,42,1218,378,30450,76,3,0.78,3,1,Spring,0,Cold_Wave,50,Beja,1907
2022-01,P008,Aspirin,Cardiology,S004,274,4754,742,121,63,78,86,1794,986,107640,22,4,0.87,1,1,Winter,1,Eid,25,Gabes,1800
2026-12,P012,Nasal Spray,Respiratory,S005,3297,7851,781,204,144,147,149,3381,46,27048,27,11,0.95,12,4,Winter,0,None,0,Beja,4727
2025-04,P001,Paracetamol,Painkiller,S006,1431,5754,532,28,45,62,75,1674,747,70308,68,13,0.96,4,2,Spring,0,Allergy_Season,60,Sfax,2326
2023-12,P009,Omeprazole,Digestive,S003,2776,4392,226,200,55,60,62,1260,518,44100,61,9,0.95,12,4,Winter,0,Flu_Outbreak,70,Gabes,1393
2023-07,P010,Metformin,Diabetes,S001,239,7694,774,113,51,45,31,1170,545,59670,22,5,0.92,7,3,Summer,0,Heat_Wave,40,Sfax,1200
2025-02,P001,Paracetamol,Painkiller,S010,2801,4483,432,85,111,117,108,3510,186,21060,60,17,0.96,2,1,Winter,1,Ramadan,30,Sousse,3318
2024-01,P010,Metformin,Diabetes,S002,2713,5234,687,246,93,87,95,3045,656,91350,11,20,0.89,1,1,Winter,0,Flu_Outbreak,70,Tunis,3244
2026-01,P006,Antihistamine,Allergy,S002,1745,5181,291,257,53,52,34,1040,118,26000,13,11,0.86,1,1,Winter,0,Cold_Wave,50,Sfax,1718
2024-11,P010,Metformin,Diabetes,S006,4376,6178,100,87,23,49,46,1470,531,79380,27,16,0.76,11,4,Autumn,0,Virus_Outbreak,90,Beja,2446
2023-07,P008,Aspirin,Cardiology,S009,2861,7226,700,237,54,51,49,1071,867,16065,7,4,0.81,7,3,Summer,0,None,0,Beja,1149
2023-12,P014,Diclofenac,Painkiller,S002,4625,5717,714,168,38,67,53,1608,537,17688,57,16,0.81,12,4,Winter,0,Virus_Outbreak,90,Nabeul,2701
2026-01,P015,Salbutamol,Respiratory,S003,4751,5578,495,56,238,235,240,5640,85,152280,35,11,0.77,1,1,Winter,0,Flu_Outbreak,70,Gabes,5078
2024-09,P009,Omeprazole,Digestive,S005,1499,4560,637,88,94,106,116,2756,212,77168,83,15,0.83,9,3,Autumn,0,Cold_Wave,50,Beja,4024
2022-08,P005,Vitamin C,Supplement,S006,2374,6511,582,68,77,79,63,3081,777,24648,62,15,0.93,8,3,Summer,0,None,0,Bizerte,1485
2025-09,P005,Vitamin C,Supplement,S002,4181,6046,137,191,65,95,103,2185,758,10925,12,6,0.91,9,3,Autumn,0,Virus_Outbreak,90,Beja,2150
2023-08,P002,Ibuprofen,Painkiller,S008,636,5603,587,299,46,75,59,1500,365,78000,93,10,0.88,8,3,Summer,0,Flu_Outbreak,70,Beja,2170
2025-10,P006,Antihistamine,Allergy,S007,4445,5856,695,279,112,116,134,4060,633,235480,58,20,0.74,10,4,Autumn,1,Eid,25,Bizerte,3552
2025-07,P006,Antihistamine,Allergy,S001,1293,7236,461,53,104,118,125,4720,152,269040,13,20,0.98,7,3,Summer,0,Flu_Outbreak,70,Sousse,4532
2024-06,P013,Cetirizine,Allergy,S001,3655,5066,674,229,83,93,79,1860,196,50220,14,3,0.73,6,2,Summer,1,Ramadan,30,Sfax,2873
2022-11,P006,Antihistamine,Allergy,S008,3463,5065,690,232,55,63,57,1323,469,11907,10,12,0.98,11,4,Autumn,1,Eid,25,Bizerte,1474
2026-12,P010,Metformin,Diabetes,S002,3637,4802,111,251,58,52,52,1300,670,24700,3,12,0.91,12,4,Winter,1,Eid,25,Beja,1719
2026-12,P012,Nasal Spray,Respiratory,S010,4720,5335,791,141,239,235,224,5640,659,186120,24,14,0.97,12,4,Winter,0,Flu_Outbreak,70,Nabeul,4783
2024-06,P009,Omeprazole,Digestive,S008,3186,5495,212,124,53,75,95,1800,536,99000,70,13,0.74,6,2,Summer,1,Ramadan,30,Sfax,2327
2024-12,P006,Antihistamine,Allergy,S001,4908,4868,364,251,85,94,91,2350,428,96350,54,12,0.73,12,4,Winter,0,None,0,Nabeul,2902
2025-03,P005,Vitamin C,Supplement,S007,2937,6655,791,64,105,122,106,4270,456,136640,94,15,0.92,3,1,Spring,0,Allergy_Season,60,Tunis,3410
2025-12,P008,Aspirin,Cardiology,S002,332,7629,117,61,43,53,35,1431,655,11448,2,4,0.75,12,4,Winter,0,Virus_Outbreak,90,Gabes,1901
2025-04,P011,Azithromycin,Antibiotic,S008,1892,4013,716,244,103,115,110,2990,787,26910,52,4,0.72,4,2,Spring,1,Eid,25,Tunis,4124
2023-07,P005,Vitamin C,Supplement,S004,2439,6224,569,221,80,83,75,2407,203,137199,31,11,0.98,7,3,Summer,1,Ramadan,30,Gabes,2220
2022-03,P001,Paracetamol,Painkiller,S006,2998,6059,125,41,50,57,58,1596,468,90972,98,19,0.92,3,1,Spring,0,Allergy_Season,60,Beja,2398
2023-06,P014,Diclofenac,Painkiller,S010,3029,4028,355,297,39,35,24,875,242,4375,58,9,0.93,6,2,Summer,0,Cold_Wave,50,Nabeul,1015
2022-09,P008,Aspirin,Cardiology,S006,1167,6816,462,102,108,128,118,3840,304,172800,31,11,0.8,9,3,Autumn,0,Cold_Wave,50,Bizerte,3973
2024-07,P014,Diclofenac,Painkiller,S004,3462,4868,176,13,46,73,85,2409,1000,110814,25,17,0.76,7,3,Summer,1,Ramadan,30,Beja,2816
2025-01,P014,Diclofenac,Painkiller,S009,2865,7636,606,211,115,135,123,3915,151,137025,38,15,0.74,1,1,Winter,0,Heat_Wave,40,Bizerte,3644
2023-09,P002,Ibuprofen,Painkiller,S009,3728,5151,697,137,108,101,82,2828,610,42420,64,7,0.8,9,3,Autumn,1,Ramadan,30,Sousse,3308
2022-01,P014,Diclofenac,Painkiller,S005,4865,6416,297,243,100,103,107,2575,889,149350,42,2,0.98,1,1,Winter,1,Ramadan,30,Nabeul,3586
2024-06,P012,Nasal Spray,Respiratory,S006,4419,4495,173,19,50,56,75,1344,710,24192,9,13,0.88,6,2,Summer,0,Cold_Wave,50,Sousse,1918
2023-06,P010,Metformin,Diabetes,S006,2897,6018,261,197,93,102,119,3468,970,169932,52,20,0.8,6,2,Summer,0,Allergy_Season,60,Tunis,3834
2026-02,P009,Omeprazole,Digestive,S002,1114,7077,348,166,108,123,121,4182,358,37638,96,14,0.95,2,1,Winter,1,Eid,25,Tunis,4277
2025-01,P013,Cetirizine,Allergy,S002,2016,7222,698,32,93,84,79,2184,530,65520,81,18,0.73,1,1,Winter,0,Flu_Outbreak,70,Sousse,2361
2022-04,P008,Aspirin,Cardiology,S006,3602,4479,589,194,61,85,83,2040,66,108120,84,19,0.88,4,2,Spring,0,Heat_Wave,40,Beja,2129
2023-11,P010,Metformin,Diabetes,S010,2004,7301,321,62,27,34,44,1326,833,70278,78,6,0.72,11,4,Autumn,0,Cold_Wave,50,Nabeul,884
2023-02,P011,Azithromycin,Antibiotic,S004,1708,4030,394,131,112,107,123,2568,630,107856,44,16,0.95,2,1,Winter,1,Ramadan,30,Gabes,2997
2026-12,P007,Insulin,Diabetes,S008,4035,7820,626,70,72,88,75,2904,691,55176,98,8,0.8,12,4,Winter,0,Flu_Outbreak,70,Tunis,2807
2026-01,P015,Salbutamol,Respiratory,S004,711,4466,587,270,255,282,290,11280,167,372240,70,5,0.79,1,1,Winter,0,Flu_Outbreak,70,Bizerte,10502
2025-02,P009,Omeprazole,Digestive,S008,4007,6145,323,272,85,107,112,3638,926,203728,42,16,0.72,2,1,Winter,0,Cold_Wave,50,Nabeul,3025
2023-01,P003,Amoxicillin,Antibiotic,S007,2120,6852,593,261,139,143,150,3861,69,30888,71,11,0.93,1,1,Winter,1,Eid,25,Sfax,5264
2023-02,P005,Vitamin C,Supplement,S006,3931,7920,310,200,34,36,17,720,160,27360,74,2,0.82,2,1,Winter,0,None,0,Gabes,1320
2025-11,P010,Metformin,Diabetes,S010,1399,7659,410,255,63,61,61,1220,494,13420,21,6,0.79,11,4,Autumn,1,Eid,25,Beja,1570
2023-09,P004,Cough Syrup,Respiratory,S005,669,5462,733,212,165,159,146,3975,228,67575,19,16,0.85,9,3,Autumn,0,Flu_Outbreak,70,Sfax,6264
2026-03,P005,Vitamin C,Supplement,S004,804,7989,264,9,27,48,49,1152,772,28800,4,14,0.9,3,1,Spring,0,None,0,Sfax,1639
2026-11,P015,Salbutamol,Respiratory,S004,3941,4204,322,202,55,49,57,1323,729,50274,17,18,0.78,11,4,Autumn,0,Cold_Wave,50,Nabeul,1931
2025-05,P011,Azithromycin,Antibiotic,S007,1159,6734,239,138,39,33,14,792,35,12672,12,14,0.79,5,2,Spring,0,None,0,Nabeul,787
2023-11,P001,Paracetamol,Painkiller,S009,4146,5294,475,13,115,130,117,4160,674,158080,14,12,0.98,11,4,Autumn,0,None,0,Tunis,2792
2025-07,P014,Diclofenac,Painkiller,S010,2271,4450,425,295,25,30,40,930,626,41850,44,18,0.85,7,3,Summer,0,Allergy_Season,60,Sfax,1161
2023-07,P005,Vitamin C,Supplement,S005,3547,5898,175,127,69,72,74,2376,261,19008,54,19,0.71,7,3,Summer,1,Eid,25,Sfax,1499
2025-11,P015,Salbutamol,Respiratory,S009,1110,4883,231,59,125,146,162,4964,56,218416,59,6,0.97,11,4,Autumn,0,Flu_Outbreak,70,Nabeul,4051
2023-12,P004,Cough Syrup,Respiratory,S010,3569,4785,416,123,135,148,159,5624,906,202464,58,4,0.92,12,4,Winter,1,Ramadan,30,Sousse,4238
2024-05,P005,Vitamin C,Supplement,S009,1421,7615,199,151,72,76,83,2356,645,103664,42,12,0.92,5,2,Spring,0,Heat_Wave,40,Beja,2507
2026-05,P005,Vitamin C,Supplement,S008,904,5449,541,146,61,74,69,1554,892,66822,52,16,0.79,5,2,Spring,0,Flu_Outbreak,70,Beja,2915
2022-11,P005,Vitamin C,Supplement,S003,1890,6525,303,166,107,104,92,3848,636,130832,64,18,0.86,11,4,Autumn,1,Ramadan,30,Beja,2614
2025-12,P010,Metformin,Diabetes,S008,4445,4065,716,272,87,107,97,2889,359,92448,94,6,0.76,12,4,Winter,0,Cold_Wave,50,Tunis,3673
2026-06,P010,Metformin,Diabetes,S008,756,4242,320,55,88,108,114,2700,447,129600,86,6,0.92,6,2,Summer,0,Cold_Wave,50,Beja,4117
2026-09,P006,Antihistamine,Allergy,S009,4659,7093,779,266,37,53,43,2067,306,64077,14,17,0.87,9,3,Autumn,0,Flu_Outbreak,70,Sfax,1692
2025-06,P005,Vitamin C,Supplement,S004,3080,6509,363,18,56,47,34,1269,693,49491,36,9,0.92,6,2,Summer,1,Ramadan,30,Bizerte,1219
2023-04,P005,Vitamin C,Supplement,S005,4115,5959,620,298,85,79,98,3081,449,169455,53,12,0.76,4,2,Spring,0,Cold_Wave,50,Beja,1946
2025-08,P014,Diclofenac,Painkiller,S010,3631,5842,179,125,106,111,116,2220,151,111000,68,11,0.77,8,3,Summer,0,Flu_Outbreak,70,Tunis,3365
2025-01,P003,Amoxicillin,Antibiotic,S002,754,7761,745,233,160,187,196,7480,551,359040,77,19,0.93,1,1,Winter,0,Flu_Outbreak,70,Tunis,7103
2023-06,P010,Metformin,Diabetes,S002,4041,6189,428,225,45,73,76,2190,843,52560,27,15,0.93,6,2,Summer,1,Eid,25,Sfax,1469
2024-07,P005,Vitamin C,Supplement,S006,1145,5873,181,282,44,70,70,2730,764,161070,7,11,0.85,7,3,Summer,0,Heat_Wave,40,Beja,1720
2026-12,P004,Cough Syrup,Respiratory,S009,3468,5760,197,125,203,217,211,7378,661,213962,63,16,0.88,12,4,Winter,0,Flu_Outbreak,70,Bizerte,8464
2022-07,P013,Cetirizine,Allergy,S001,1618,5167,440,173,39,54,35,1944,677,108864,9,9,0.95,7,3,Summer,0,Virus_Outbreak,90,Tunis,1545
2025-04,P013,Cetirizine,Allergy,S008,679,4774,669,120,129,158,166,5056,216,80896,22,3,0.7,4,2,Spring,0,Cold_Wave,50,Gabes,5833
2024-03,P013,Cetirizine,Allergy,S010,2884,6228,423,70,68,87,82,2001,830,110055,36,18,0.72,3,1,Spring,0,Heat_Wave,40,Sfax,2198
2024-01,P010,Metformin,Diabetes,S007,4600,6332,357,204,97,107,101,3210,626,176550,23,18,0.78,1,1,Winter,0,Virus_Outbreak,90,Gabes,2236
2025-03,P009,Omeprazole,Digestive,S003,3731,7837,715,286,20,26,35,728,772,13104,70,20,0.89,3,1,Spring,0,Heat_Wave,40,Sfax,883
2023-10,P011,Azithromycin,Antibiotic,S007,1149,7175,720,243,47,51,33,2040,933,85680,26,19,0.79,10,4,Autumn,0,Cold_Wave,50,Tunis,1845
2022-02,P001,Paracetamol,Painkiller,S005,2437,5280,745,71,75,98,117,2842,871,65366,99,6,0.86,2,1,Winter,1,Eid,25,Sousse,2123
2025-01,P014,Diclofenac,Painkiller,S007,1540,5177,659,36,99,95,93,1995,652,99750,11,12,0.95,1,1,Winter,1,Eid,25,Nabeul,3347
2025-02,P009,Omeprazole,Digestive,S004,3833,7721,662,156,91,102,120,2142,496,94248,12,18,0.76,2,1,Winter,0,None,0,Tunis,2233
2026-12,P013,Cetirizine,Allergy,S004,844,7634,728,187,23,48,38,1488,547,71424,48,19,0.79,12,4,Winter,1,Ramadan,30,Tunis,1508
2025-10,P002,Ibuprofen,Painkiller,S010,4659,4137,272,196,116,117,133,3042,764,139932,28,16,0.81,10,4,Autumn,0,Virus_Outbreak,90,Nabeul,2799
2023-04,P007,Insulin,Diabetes,S010,406,4423,505,36,67,94,100,2538,763,17766,34,10,0.73,4,2,Spring,1,Ramadan,30,Sousse,3576
2025-09,P011,Azithromycin,Antibiotic,S007,4059,4857,402,250,188,201,218,7638,831,206226,95,5,0.83,9,3,Autumn,0,Virus_Outbreak,90,Sousse,4376
2022-03,P015,Salbutamol,Respiratory,S010,4827,4660,158,184,52,57,43,1425,140,42750,18,8,0.95,3,1,Spring,1,Eid,25,Sfax,1978
2026-09,P013,Cetirizine,Allergy,S008,2966,7894,684,223,40,48,38,1536,146,36864,25,19,0.77,9,3,Autumn,1,Eid,25,Tunis,1781
2026-01,P003,Amoxicillin,Antibiotic,S003,1263,5366,177,269,183,205,216,5330,683,58630,84,19,0.87,1,1,Winter,0,Flu_Outbreak,70,Beja,6876
2023-11,P012,Nasal Spray,Respiratory,S009,682,6798,729,250,120,150,133,5700,299,262200,10,6,0.76,11,4,Autumn,1,Eid,25,Gabes,3927
2024-01,P009,Omeprazole,Digestive,S006,2521,5837,772,132,65,64,82,2432,824,51072,14,19,0.8,1,1,Winter,1,Ramadan,30,Bizerte,1315
2024-03,P004,Cough Syrup,Respiratory,S010,1310,4031,218,229,120,123,134,3075,225,43050,95,6,0.84,3,1,Spring,0,Cold_Wave,50,Nabeul,4398
2024-02,P012,Nasal Spray,Respiratory,S001,522,7750,369,56,182,196,197,6468,136,232848,41,15,0.72,2,1,Winter,0,Heat_Wave,40,Sousse,5818
2023-07,P012,Nasal Spray,Respiratory,S002,3455,5167,224,37,133,132,151,3168,472,82368,95,19,0.79,7,3,Summer,0,Virus_Outbreak,90,Beja,4846
2023-07,P014,Diclofenac,Painkiller,S009,2911,5389,618,206,81,82,69,2214,952,48708,95,6,0.72,7,3,Summer,0,Allergy_Season,60,Bizerte,2551
2022-01,P011,Azithromycin,Antibiotic,S008,2972,5890,485,28,199,213,224,7455,370,305655,59,9,0.92,1,1,Winter,0,Flu_Outbreak,70,Sfax,7898
2022-10,P001,Paracetamol,Painkiller,S006,3472,7210,625,97,86,86,79,2322,124,62694,41,12,0.73,10,4,Autumn,0,Flu_Outbreak,70,Beja,3032
2026-08,P005,Vitamin C,Supplement,S005,3922,7825,792,65,35,30,19,810,703,34020,70,15,0.74,8,3,Summer,0,Flu_Outbreak,70,Sousse,1017
2025-07,P006,Antihistamine,Allergy,S009,2447,4103,130,92,96,112,93,3472,341,24304,69,6,0.95,7,3,Summer,0,None,0,Sousse,2580
2026-12,P008,Aspirin,Cardiology,S008,2634,4556,212,22,93,120,131,4200,529,84000,4,3,0.87,12,4,Winter,0,Virus_Outbreak,90,Sousse,3992
2023-10,P005,Vitamin C,Supplement,S003,3364,6268,230,62,31,38,29,1520,162,69920,89,14,0.77,10,4,Autumn,0,Virus_Outbreak,90,Nabeul,1359
2024-03,P007,Insulin,Diabetes,S008,859,6862,207,120,73,100,106,3600,972,201600,64,18,0.82,3,1,Spring,0,None,0,Nabeul,3183
2026-09,P010,Metformin,Diabetes,S003,1941,4305,688,87,84,86,78,2494,991,42398,44,16,0.71,9,3,Autumn,1,Ramadan,30,Tunis,2151
2024-02,P007,Insulin,Diabetes,S002,1643,5513,593,99,38,64,65,1920,801,9600,9,15,0.87,2,1,Winter,0,Flu_Outbreak,70,Bizerte,2703
2025-03,P002,Ibuprofen,Painkiller,S007,2315,5288,358,21,114,106,115,3922,118,207866,23,13,0.83,3,1,Spring,0,Cold_Wave,50,Gabes,3296
2026-04,P015,Salbutamol,Respiratory,S007,4928,6086,470,189,55,46,62,1058,165,20102,15,4,0.96,4,2,Spring,0,Cold_Wave,50,Bizerte,1510
